"age_group","report_date","cases","deaths","confirmed_case_hospitalization","cases_cum","death_cum","moving_avg_cases","moving_avg_deaths"
"70-79 years","2022-08-16","112","6","11","112588","8956","177.428571428571","5.85714285714285"
"70-79 years","2022-08-17","339","6","46","112927","8962","189.714285714285","5.28571428571428"
"70-79 years","2022-08-18","126","4","6","113053","8966","176.428571428571","4.42857142857142"
"70-79 years","2022-08-19","233","7","26","113286","8973","187.571428571428","4.42857142857142"
"70-79 years","2022-08-20","189","9","19","113475","8982","177.142857142857","5.57142857142857"
"70-79 years","2022-08-21","103","0","8","113578","8982","173","4.57142857142857"
"70-79 years","2022-08-22","107","0","7","113685","8982","172.714285714285","4.57142857142857"
"70-79 years","2022-08-23","113","10","17","113798","8992","172.857142857142","5.14285714285714"
"70-79 years","2022-08-24","294","4","40","114092","8996","166.428571428571","4.85714285714285"
"70-79 years","2022-08-25","161","5","16","114253","9001","171.428571428571","5"
"70-79 years","2022-08-26","151","6","8","114404","9007","159.714285714285","4.85714285714285"
"70-79 years","2022-08-27","253","11","25","114657","9018","168.857142857142","5.14285714285714"
"70-79 years","2022-08-28","94","0","8","114751","9018","167.571428571428","5.14285714285714"
"70-79 years","2022-08-29","91","0","11","114842","9018","165.285714285714","5.14285714285714"
"70-79 years","2022-08-30","221","5","33","115063","9023","180.714285714285","4.42857142857142"
"70-79 years","2022-08-31","142","9","16","115205","9032","159","5.14285714285714"
"70-79 years","2022-09-01","192","8","23","115397","9040","163.428571428571","5.57142857142857"
"70-79 years","2022-09-02","184","5","19","115581","9045","168.142857142857","5.42857142857142"
"70-79 years","2022-09-03","129","5","17","115710","9050","150.428571428571","4.57142857142857"
"70-79 years","2022-09-04","111","0","4","115821","9050","152.857142857142","4.57142857142857"
"70-79 years","2022-09-05","63","0","2","115884","9050","148.857142857142","4.57142857142857"
"70-79 years","2022-09-06","43","0","3","115927","9050","123.428571428571","3.85714285714285"
"70-79 years","2022-09-07","191","5","33","116118","9055","130.428571428571","3.28571428571428"
"70-79 years","2022-09-08","94","9","17","116212","9064","116.428571428571","3.42857142857142"
"70-79 years","2022-09-09","119","6","14","116331","9070","107.142857142857","3.57142857142857"
"70-79 years","2022-09-10","104","1","13","116435","9071","103.571428571428","3"
"70-79 years","2022-09-11","84","0","10","116519","9071","99.7142857142857","3"
"70-79 years","2022-09-12","81","10","10","116600","9081","102.285714285714","4.42857142857142"
"70-79 years","2022-09-13","84","7","13","116684","9088","108.142857142857","5.42857142857142"
"70-79 years","2022-09-14","149","8","10","116833","9096","102.142857142857","5.85714285714285"
"70-79 years","2022-09-15","93","6","6","116926","9102","102","5.42857142857142"
"70-79 years","2022-09-16","85","13","3","117011","9115","97.1428571428571","6.42857142857143"
"70-79 years","2022-09-17","86","8","8","117097","9123","94.5714285714285","7.42857142857143"
"70-79 years","2022-09-18","53","0","2","117150","9123","90.1428571428571","7.42857142857143"
"70-79 years","2022-09-19","40","0","5","117190","9123","84.2857142857143","6"
"70-79 years","2022-09-20","145","4","16","117335","9127","93","5.57142857142857"
"70-79 years","2022-09-21","135","5","7","117470","9132","91","5.14285714285714"
"70-79 years","2022-09-22","92","5","9","117562","9137","90.8571428571428","5"
"70-79 years","2022-09-23","73","6","8","117635","9143","89.1428571428571","4"
"70-79 years","2022-09-24","51","0","6","117686","9143","84.1428571428571","2.85714285714285"
"70-79 years","2022-09-25","43","0","6","117729","9143","82.7142857142857","2.85714285714285"
"70-79 years","2022-09-26","42","0","4","117771","9143","83","2.85714285714285"
"70-79 years","2022-09-27","65","7","7","117836","9150","71.5714285714285","3.28571428571428"
"70-79 years","2022-09-28","88","9","8","117924","9159","64.8571428571428","3.85714285714285"
"70-79 years","2022-09-29","53","8","6","117977","9167","59.2857142857142","4.28571428571428"
"70-79 years","2022-09-30","87","10","10","118064","9177","61.2857142857142","4.85714285714285"
"70-79 years","2022-10-01","68","3","8","118132","9180","63.7142857142857","5.28571428571428"
"70-79 years","2022-10-02","50","0","1","118182","9180","64.7142857142857","5.28571428571428"
"70-79 years","2022-10-03","31","0","4","118213","9180","63.1428571428571","5.28571428571428"
"70-79 years","2022-10-04","65","3","12","118278","9183","63.1428571428571","4.71428571428571"
"70-79 years","2022-10-05","87","4","5","118365","9187","63","4"
"70-79 years","2022-10-06","55","6","7","118420","9193","63.2857142857142","3.71428571428571"
"70-79 years","2022-10-07","73","9","10","118493","9202","61.2857142857142","3.57142857142857"
"70-79 years","2022-10-08","66","8","6","118559","9210","61","4.28571428571428"
"70-79 years","2022-10-09","61","0","6","118620","9210","62.5714285714285","4.28571428571428"
"70-79 years","2022-10-10","43","0","3","118663","9210","64.2857142857143","4.28571428571428"
"70-79 years","2022-10-11","38","1","7","118701","9211","60.4285714285714","4"
"70-79 years","2022-10-12","44","5","5","118745","9216","54.2857142857142","4.14285714285714"
"70-79 years","2022-10-13","76","8","8","118821","9224","57.2857142857142","4.42857142857142"
"70-79 years","2022-10-14","65","2","4","118886","9226","56.1428571428571","3.42857142857142"
"70-79 years","2022-10-15","51","7","9","118937","9233","54","3.28571428571428"
"70-79 years","2022-10-16","57","0","4","118994","9233","53.4285714285714","3.28571428571428"
"70-79 years","2022-10-17","45","0","7","119039","9233","53.7142857142857","3.28571428571428"
"70-79 years","2022-10-18","43","3","1","119082","9236","54.4285714285714","3.57142857142857"
"70-79 years","2022-10-19","60","1","5","119142","9237","56.7142857142857","3"
"70-79 years","2022-10-20","54","3","8","119196","9240","53.5714285714285","2.28571428571428"
"70-79 years","2022-10-21","52","6","7","119248","9246","51.7142857142857","2.85714285714285"
"70-79 years","2022-10-22","46","8","7","119294","9254","51","3"
"70-79 years","2022-10-23","29","0","6","119323","9254","47","3"
"70-79 years","2022-10-24","24","0","4","119347","9254","44","3"
"70-79 years","2022-10-25","43","3","4","119390","9257","44","3"
"70-79 years","2022-10-26","46","0","3","119436","9257","42","2.85714285714285"
"70-79 years","2022-10-27","58","2","10","119494","9259","42.5714285714285","2.71428571428571"
"70-79 years","2022-10-28","84","5","18","119578","9264","47.1428571428571","2.57142857142857"
"70-79 years","2022-10-29","64","0","4","119642","9264","49.7142857142857","1.42857142857142"
"70-79 years","2022-10-30","47","0","6","119689","9264","52.2857142857142","1.42857142857142"
"70-79 years","2022-10-31","35","0","6","119724","9264","53.8571428571428","1.42857142857142"
"70-79 years","2022-11-01","43","6","7","119767","9270","53.8571428571428","1.85714285714285"
"70-79 years","2022-11-02","48","4","8","119815","9274","54.1428571428571","2.42857142857142"
"70-79 years","2022-11-03","62","1","6","119877","9275","54.7142857142857","2.28571428571428"
"70-79 years","2022-11-04","85","6","12","119962","9281","54.8571428571428","2.42857142857142"
"70-79 years","2022-11-05","83","7","7","120045","9288","57.5714285714285","3.42857142857142"
"70-79 years","2022-11-06","50","0","6","120095","9288","58","3.42857142857142"
"70-79 years","2022-11-07","35","0","5","120130","9288","58","3.42857142857142"
"70-79 years","2022-11-08","71","1","14","120201","9289","62","2.71428571428571"
"70-79 years","2022-11-09","53","2","4","120254","9291","62.7142857142857","2.42857142857142"
"70-79 years","2022-11-10","48","7","8","120302","9298","60.7142857142857","3.28571428571428"
"70-79 years","2022-11-11","52","3","7","120354","9301","56","2.85714285714285"
"70-79 years","2022-11-12","17","0","5","120371","9301","46.5714285714285","1.85714285714285"
"70-79 years","2022-11-13","18","0","0","120389","9301","42","1.85714285714285"
"70-79 years","2022-11-14","18","0","0","120407","9301","39.5714285714285","1.85714285714285"
"70-79 years","2022-11-15","127","3","22","120534","9304","47.5714285714285","2.14285714285714"
"70-79 years","2022-11-16","56","5","6","120590","9309","48","2.57142857142857"
"70-79 years","2022-11-17","44","4","6","120634","9313","47.4285714285714","2.14285714285714"
"70-79 years","2022-11-18","56","3","10","120690","9316","48","2.14285714285714"
"70-79 years","2022-11-19","60","3","8","120750","9319","54.1428571428571","2.57142857142857"
"70-79 years","2022-11-20","50","0","8","120800","9319","58.7142857142857","2.57142857142857"
"70-79 years","2022-11-21","40","0","5","120840","9319","61.8571428571428","2.57142857142857"
"70-79 years","2022-11-22","55","1","8","120895","9320","51.5714285714285","2.28571428571428"
"70-79 years","2022-11-23","86","4","14","120981","9324","55.8571428571428","2.14285714285714"
"70-79 years","2022-11-24","78","3","8","121059","9327","60.7142857142857","2"
"70-79 years","2022-11-25","69","0","4","121128","9327","62.5714285714285","1.57142857142857"
"70-79 years","2022-11-26","49","0","3","121177","9327","61","1.14285714285714"
"70-79 years","2022-11-27","92","0","15","121269","9327","67","1.14285714285714"
"70-79 years","2022-11-28","54","0","7","121323","9327","69","1.14285714285714"
"70-79 years","2022-11-29","93","1","11","121416","9328","74.4285714285714","1.14285714285714"
"70-79 years","2022-11-30","126","2","10","121542","9330","80.1428571428571","0.85714285714285"
"70-79 years","2022-12-01","100","5","6","121642","9335","83.2857142857143","1.14285714285714"
"70-79 years","2022-12-02","110","5","5","121752","9340","89.1428571428571","1.85714285714285"
"70-79 years","2022-12-03","63","2","4","121815","9342","91.1428571428571","2.14285714285714"
"70-79 years","2022-12-04","46","4","3","121861","9346","84.5714285714285","2.71428571428571"
"70-79 years","2022-12-05","60","0","3","121921","9346","85.4285714285714","2.71428571428571"
"70-79 years","2022-12-06","104","6","5","122025","9352","87","3.42857142857142"
"70-79 years","2022-12-07","273","4","26","122298","9356","108","3.71428571428571"
"70-79 years","2022-12-08","128","3","15","122426","9359","112","3.42857142857142"
"70-79 years","2022-12-09","149","1","17","122575","9360","117.571428571428","2.85714285714285"
"70-79 years","2022-12-10","129","3","12","122704","9363","127","3"
"70-79 years","2022-12-11","60","2","7","122764","9365","129","2.71428571428571"
"70-79 years","2022-12-12","17","0","1","122781","9365","122.857142857142","2.71428571428571"
"70-79 years","2022-12-13","127","2","15","122908","9367","126.142857142857","2.14285714285714"
"70-79 years","2022-12-14","212","0","22","123120","9367","117.428571428571","1.57142857142857"
"70-79 years","2022-12-15","214","0","23","123334","9367","129.714285714285","1.14285714285714"
"70-79 years","2022-12-16","148","6","15","123482","9373","129.571428571428","1.85714285714285"
"70-79 years","2022-12-17","156","7","18","123638","9380","133.428571428571","2.42857142857142"
"70-79 years","2022-12-18","108","0","7","123746","9380","140.285714285714","2.14285714285714"
"70-79 years","2022-12-19","114","0","9","123860","9380","154.142857142857","2.14285714285714"
"70-79 years","2022-12-20","144","1","13","124004","9381","156.571428571428","2"
"70-79 years","2022-12-21","198","6","21","124202","9387","154.571428571428","2.85714285714285"
"70-79 years","2022-12-22","148","2","15","124350","9389","145.142857142857","3.14285714285714"
"70-79 years","2022-12-23","189","5","19","124539","9394","151","3"
"70-79 years","2022-12-24","187","0","17","124726","9394","155.428571428571","2"
"70-79 years","2022-12-25","118","0","16","124844","9394","156.857142857142","2"
"70-79 years","2022-12-26","101","0","10","124945","9394","155","2"
"70-79 years","2022-12-27","90","0","12","125035","9394","147.285714285714","1.85714285714285"
"70-79 years","2022-12-28","211","0","17","125246","9394","149.142857142857","1"
"70-79 years","2022-12-29","129","11","9","125375","9405","146.428571428571","2.28571428571428"
"70-79 years","2022-12-30","278","5","24","125653","9410","159.142857142857","2.28571428571428"
"70-79 years","2022-12-31","212","0","12","125865","9410","162.714285714285","2.28571428571428"
"70-79 years","2023-01-01","78","0","2","125943","9410","157","2.28571428571428"
"70-79 years","2023-01-02","26","0","1","125969","9410","146.285714285714","2.28571428571428"
"70-79 years","2023-01-03","15","0","2","125984","9410","135.571428571428","2.28571428571428"
"70-79 years","2023-01-04","467","7","53","126451","9417","172.142857142857","3.28571428571428"
"70-79 years","2023-01-05","257","2","23","126708","9419","190.428571428571","2"
"70-79 years","2023-01-06","202","4","28","126910","9423","179.571428571428","1.85714285714285"
"70-79 years","2023-01-07","190","9","22","127100","9432","176.428571428571","3.14285714285714"
"70-79 years","2023-01-08","95","0","10","127195","9432","178.857142857142","3.14285714285714"
"70-79 years","2023-01-09","61","0","7","127256","9432","183.857142857142","3.14285714285714"
"70-79 years","2023-01-10","98","4","14","127354","9436","195.714285714285","3.71428571428571"
"70-79 years","2023-01-11","257","6","42","127611","9442","165.714285714285","3.57142857142857"
"70-79 years","2023-01-12","119","3","15","127730","9445","146","3.71428571428571"
"70-79 years","2023-01-13","170","16","9","127900","9461","141.428571428571","5.42857142857142"
"70-79 years","2023-01-14","88","8","11","127988","9469","126.857142857142","5.28571428571428"
"70-79 years","2023-01-15","72","0","11","128060","9469","123.571428571428","5.28571428571428"
"70-79 years","2023-01-16","72","0","10","128132","9469","125.142857142857","5.28571428571428"
"70-79 years","2023-01-17","88","0","16","128220","9469","123.714285714285","4.71428571428571"
"70-79 years","2023-01-18","124","3","12","128344","9472","104.714285714285","4.28571428571428"
"70-79 years","2023-01-19","112","12","13","128456","9484","103.714285714285","5.57142857142857"
"70-79 years","2023-01-20","77","4","6","128533","9488","90.4285714285714","3.85714285714285"
"70-79 years","2023-01-21","81","7","11","128614","9495","89.4285714285714","3.71428571428571"
"70-79 years","2023-01-22","90","0","4","128704","9495","92","3.71428571428571"
"70-79 years","2023-01-23","56","0","6","128760","9495","89.7142857142857","3.71428571428571"
"70-79 years","2023-01-24","65","3","10","128825","9498","86.4285714285714","4.14285714285714"
"70-79 years","2023-01-25","95","4","11","128920","9502","82.2857142857143","4.28571428571428"
"80 & Older years","2020-02-01","0","0","0","0","0","0","0"
"80 & Older years","2020-02-02","0","0","0","0","0","0","0"
"80 & Older years","2020-02-03","0","0","0","0","0","0","0"
"80 & Older years","2020-02-04","0","0","0","0","0","0","0"
"80 & Older years","2020-02-05","0","0","0","0","0","0","0"
"80 & Older years","2020-02-06","0","0","0","0","0","0","0"
"80 & Older years","2020-02-07","0","0","0","0","0","0","0"
"80 & Older years","2020-02-08","0","0","0","0","0","0","0"
"80 & Older years","2020-02-09","0","0","0","0","0","0","0"
"80 & Older years","2020-02-10","0","0","0","0","0","0","0"
"80 & Older years","2020-02-11","0","0","0","0","0","0","0"
"80 & Older years","2020-02-12","0","0","0","0","0","0","0"
"80 & Older years","2020-02-13","0","0","0","0","0","0","0"
"80 & Older years","2020-02-14","0","0","0","0","0","0","0"
"80 & Older years","2020-02-15","0","0","0","0","0","0","0"
"80 & Older years","2020-02-16","0","0","0","0","0","0","0"
"80 & Older years","2020-02-17","0","0","0","0","0","0","0"
"80 & Older years","2020-02-18","0","0","0","0","0","0","0"
"80 & Older years","2020-02-19","0","0","0","0","0","0","0"
"80 & Older years","2020-02-20","0","0","0","0","0","0","0"
"80 & Older years","2020-02-21","0","0","0","0","0","0","0"
"80 & Older years","2020-02-22","0","0","0","0","0","0","0"
"80 & Older years","2020-02-23","0","0","0","0","0","0","0"
"80 & Older years","2020-02-24","0","0","0","0","0","0","0"
"80 & Older years","2020-02-25","0","0","0","0","0","0","0"
"80 & Older years","2020-02-26","0","0","0","0","0","0","0"
"80 & Older years","2020-02-27","0","0","0","0","0","0","0"
"80 & Older years","2020-02-28","0","0","0","0","0","0","0"
"80 & Older years","2020-02-29","0","0","0","0","0","0","0"
"80 & Older years","2020-03-01","0","0","0","0","0","0","0"
"80 & Older years","2020-03-02","0","0","0","0","0","0","0"
"80 & Older years","2020-03-03","0","0","0","0","0","0","0"
"80 & Older years","2020-03-04","0","0","0","0","0","0","0"
"80 & Older years","2020-03-05","0","0","0","0","0","0","0"
"80 & Older years","2020-03-06","0","0","0","0","0","0","0"
"80 & Older years","2020-03-07","0","0","0","0","0","0","0"
"80 & Older years","2020-03-08","0","0","0","0","0","0","0"
"80 & Older years","2020-03-09","1","0","1","1","0","0.14285714285714","0"
"80 & Older years","2020-03-10","1","0","1","2","0","0.28571428571428","0"
"80 & Older years","2020-03-11","0","0","0","2","0","0.28571428571428","0"
"80 & Older years","2020-03-12","3","0","2","5","0","0.71428571428571","0"
"80 & Older years","2020-03-13","4","0","3","9","0","1.28571428571428","0"
"80 & Older years","2020-03-14","0","0","0","9","0","1.28571428571428","0"
"80 & Older years","2020-03-15","1","0","1","10","0","1.42857142857142","0"
"80 & Older years","2020-03-16","1","0","0","11","0","1.42857142857142","0"
"80 & Older years","2020-03-17","5","0","5","16","0","2","0"
"80 & Older years","2020-03-18","5","0","5","21","0","2.71428571428571","0"
"80 & Older years","2020-03-19","7","0","6","28","0","3.28571428571428","0"
"80 & Older years","2020-03-20","6","0","6","34","0","3.57142857142857","0"
"80 & Older years","2020-03-21","2","0","2","36","0","3.85714285714285","0"
"80 & Older years","2020-03-22","4","4","3","40","4","4.28571428571428","0.57142857142857"
"80 & Older years","2020-03-23","19","0","12","59","4","6.85714285714285","0.57142857142857"
"80 & Older years","2020-03-24","15","0","10","74","4","8.28571428571428","0.57142857142857"
"80 & Older years","2020-03-25","13","0","10","87","4","9.42857142857143","0.57142857142857"
"80 & Older years","2020-03-26","20","0","15","107","4","11.2857142857142","0.57142857142857"
"80 & Older years","2020-03-27","36","8","28","143","12","15.5714285714285","1.71428571428571"
"80 & Older years","2020-03-28","14","2","10","157","14","17.2857142857142","2"
"80 & Older years","2020-03-29","15","2","13","172","16","18.8571428571428","1.71428571428571"
"80 & Older years","2020-03-30","26","11","16","198","27","19.8571428571428","3.28571428571428"
"80 & Older years","2020-03-31","58","3","47","256","30","26","3.71428571428571"
"80 & Older years","2020-04-01","40","10","25","296","40","29.8571428571428","5.14285714285714"
"80 & Older years","2020-04-02","56","14","44","352","54","35","7.14285714285714"
"80 & Older years","2020-04-03","29","4","22","381","58","34","6.57142857142857"
"80 & Older years","2020-04-04","23","4","14","404","62","35.2857142857142","6.85714285714285"
"80 & Older years","2020-04-05","17","3","11","421","65","35.5714285714285","7"
"80 & Older years","2020-04-06","44","11","25","465","76","38.1428571428571","7"
"80 & Older years","2020-04-07","132","26","74","597","102","48.7142857142857","10.2857142857142"
"80 & Older years","2020-04-08","82","20","33","679","122","54.7142857142857","11.7142857142857"
"80 & Older years","2020-04-09","66","15","29","745","137","56.1428571428571","11.8571428571428"
"80 & Older years","2020-04-10","81","3","45","826","140","63.5714285714285","11.7142857142857"
"80 & Older years","2020-04-11","34","8","13","860","148","65.1428571428571","12.2857142857142"
"80 & Older years","2020-04-12","17","4","8","877","152","65.1428571428571","12.4285714285714"
"80 & Older years","2020-04-13","111","11","50","988","163","74.7142857142857","12.4285714285714"
"80 & Older years","2020-04-14","88","12","28","1076","175","68.4285714285714","10.4285714285714"
"80 & Older years","2020-04-15","76","20","33","1152","195","67.5714285714285","10.4285714285714"
"80 & Older years","2020-04-16","98","6","45","1250","201","72.1428571428571","9.14285714285714"
"80 & Older years","2020-04-17","63","36","26","1313","237","69.5714285714285","13.8571428571428"
"80 & Older years","2020-04-18","24","3","11","1337","240","68.1428571428571","13.1428571428571"
"80 & Older years","2020-04-19","27","5","11","1364","245","69.5714285714285","13.2857142857142"
"80 & Older years","2020-04-20","90","27","39","1454","272","66.5714285714285","15.5714285714285"
"80 & Older years","2020-04-21","48","13","23","1502","285","60.8571428571428","15.7142857142857"
"80 & Older years","2020-04-22","90","12","23","1592","297","62.8571428571428","14.5714285714285"
"80 & Older years","2020-04-23","66","11","24","1658","308","58.2857142857142","15.2857142857142"
"80 & Older years","2020-04-24","118","11","36","1776","319","66.1428571428571","11.7142857142857"
"80 & Older years","2020-04-25","48","6","26","1824","325","69.5714285714285","12.1428571428571"
"80 & Older years","2020-04-26","39","4","12","1863","329","71.2857142857143","12"
"80 & Older years","2020-04-27","82","24","37","1945","353","70.1428571428571","11.5714285714285"
"80 & Older years","2020-04-28","61","17","24","2006","370","72","12.1428571428571"
"80 & Older years","2020-04-29","92","27","32","2098","397","72.2857142857143","14.2857142857142"
"80 & Older years","2020-04-30","60","14","27","2158","411","71.4285714285714","14.7142857142857"
"80 & Older years","2020-05-01","72","14","21","2230","425","64.8571428571428","15.1428571428571"
"80 & Older years","2020-05-02","41","1","8","2271","426","63.8571428571428","14.4285714285714"
"80 & Older years","2020-05-03","12","2","2","2283","428","60","14.1428571428571"
"80 & Older years","2020-05-04","87","4","26","2370","432","60.7142857142857","11.2857142857142"
"80 & Older years","2020-05-05","75","22","28","2445","454","62.7142857142857","12"
"80 & Older years","2020-05-06","51","18","21","2496","472","56.8571428571428","10.7142857142857"
"80 & Older years","2020-05-07","65","10","16","2561","482","57.5714285714285","10.1428571428571"
"80 & Older years","2020-05-08","38","11","13","2599","493","52.7142857142857","9.71428571428571"
"80 & Older years","2020-05-09","16","14","4","2615","507","49.1428571428571","11.5714285714285"
"80 & Older years","2020-05-10","82","1","10","2697","508","59.1428571428571","11.4285714285714"
"80 & Older years","2020-05-11","30","17","16","2727","525","51","13.2857142857142"
"80 & Older years","2020-05-12","76","9","14","2803","534","51.1428571428571","11.4285714285714"
"80 & Older years","2020-05-13","36","20","7","2839","554","49","11.7142857142857"
"80 & Older years","2020-05-14","20","6","9","2859","560","42.5714285714285","11.1428571428571"
"80 & Older years","2020-05-15","49","16","13","2908","576","44.1428571428571","11.8571428571428"
"80 & Older years","2020-05-16","48","9","13","2956","585","48.7142857142857","11.1428571428571"
"80 & Older years","2020-05-17","97","5","13","3053","590","50.8571428571428","11.7142857142857"
"80 & Older years","2020-05-18","43","22","18","3096","612","52.7142857142857","12.4285714285714"
"80 & Older years","2020-05-19","46","15","13","3142","627","48.4285714285714","13.2857142857142"
"80 & Older years","2020-05-20","70","2","19","3212","629","53.2857142857142","10.7142857142857"
"80 & Older years","2020-05-21","78","44","23","3290","673","61.5714285714285","16.1428571428571"
"80 & Older years","2020-05-22","77","19","21","3367","692","65.5714285714285","16.5714285714285"
"80 & Older years","2020-05-23","51","2","10","3418","694","66","15.5714285714285"
"80 & Older years","2020-05-24","30","1","10","3448","695","56.4285714285714","15"
"80 & Older years","2020-05-25","28","14","11","3476","709","54.2857142857142","13.8571428571428"
"80 & Older years","2020-05-26","12","21","5","3488","730","49.4285714285714","14.7142857142857"
"80 & Older years","2020-05-27","36","16","9","3524","746","44.5714285714285","16.7142857142857"
"80 & Older years","2020-05-28","41","24","21","3565","770","39.2857142857142","13.8571428571428"
"80 & Older years","2020-05-29","23","3","9","3588","773","31.5714285714285","11.5714285714285"
"80 & Older years","2020-05-30","54","8","15","3642","781","32","12.4285714285714"
"80 & Older years","2020-05-31","22","21","7","3664","802","30.8571428571428","15.2857142857142"
"80 & Older years","2020-06-01","21","16","12","3685","818","29.8571428571428","15.5714285714285"
"80 & Older years","2020-06-02","18","15","9","3703","833","30.7142857142857","14.7142857142857"
"80 & Older years","2020-06-03","32","3","8","3735","836","30.1428571428571","12.8571428571428"
"80 & Older years","2020-06-04","29","12","11","3764","848","28.4285714285714","11.1428571428571"
"80 & Older years","2020-06-05","18","2","7","3782","850","27.7142857142857","11"
"80 & Older years","2020-06-06","14","1","4","3796","851","22","10"
"80 & Older years","2020-06-07","20","0","6","3816","851","21.7142857142857","7"
"80 & Older years","2020-06-08","18","39","6","3834","890","21.2857142857142","10.2857142857142"
"80 & Older years","2020-06-09","29","8","10","3863","898","22.8571428571428","9.28571428571428"
"80 & Older years","2020-06-10","24","26","12","3887","924","21.7142857142857","12.5714285714285"
"80 & Older years","2020-06-11","42","23","11","3929","947","23.5714285714285","14.1428571428571"
"80 & Older years","2020-06-12","42","16","11","3971","963","27","16.1428571428571"
"80 & Older years","2020-06-13","28","9","8","3999","972","29","17.2857142857142"
"80 & Older years","2020-06-14","16","3","4","4015","975","28.4285714285714","17.7142857142857"
"80 & Older years","2020-06-15","22","19","6","4037","994","29","14.8571428571428"
"80 & Older years","2020-06-16","27","13","12","4064","1007","28.7142857142857","15.5714285714285"
"80 & Older years","2020-06-17","35","25","11","4099","1032","30.2857142857142","15.4285714285714"
"80 & Older years","2020-06-18","32","5","13","4131","1037","28.8571428571428","12.8571428571428"
"80 & Older years","2020-06-19","45","13","12","4176","1050","29.2857142857142","12.4285714285714"
"80 & Older years","2020-06-20","42","0","23","4218","1050","31.2857142857142","11.1428571428571"
"80 & Older years","2020-06-21","10","0","4","4228","1050","30.4285714285714","10.7142857142857"
"80 & Older years","2020-06-22","24","4","18","4252","1054","30.7142857142857","8.57142857142857"
"80 & Older years","2020-06-23","24","18","15","4276","1072","30.2857142857142","9.28571428571428"
"80 & Older years","2020-06-24","45","10","19","4321","1082","31.7142857142857","7.14285714285714"
"80 & Older years","2020-06-25","33","12","10","4354","1094","31.8571428571428","8.14285714285714"
"80 & Older years","2020-06-26","52","8","20","4406","1102","32.8571428571428","7.42857142857143"
"80 & Older years","2020-06-27","46","0","10","4452","1102","33.4285714285714","7.42857142857143"
"80 & Older years","2020-06-28","57","1","23","4509","1103","40.1428571428571","7.57142857142857"
"80 & Older years","2020-06-29","49","7","17","4558","1110","43.7142857142857","8"
"80 & Older years","2020-06-30","56","4","19","4614","1114","48.2857142857142","6"
"80 & Older years","2020-07-01","66","8","25","4680","1122","51.2857142857142","5.71428571428571"
"80 & Older years","2020-07-02","43","8","22","4723","1130","52.7142857142857","5.14285714285714"
"80 & Older years","2020-07-03","65","2","23","4788","1132","54.5714285714285","4.28571428571428"
"80 & Older years","2020-07-04","44","0","23","4832","1132","54.2857142857142","4.28571428571428"
"80 & Older years","2020-07-05","30","0","12","4862","1132","50.4285714285714","4.14285714285714"
"80 & Older years","2020-07-06","37","9","21","4899","1141","48.7142857142857","4.42857142857142"
"80 & Older years","2020-07-07","97","7","32","4996","1148","54.5714285714285","4.85714285714285"
"80 & Older years","2020-07-08","86","7","36","5082","1155","57.4285714285714","4.71428571428571"
"80 & Older years","2020-07-09","49","6","22","5131","1161","58.2857142857142","4.42857142857142"
"80 & Older years","2020-07-10","89","21","40","5220","1182","61.7142857142857","7.14285714285714"
"80 & Older years","2020-07-11","79","2","25","5299","1184","66.7142857142857","7.42857142857143"
"80 & Older years","2020-07-12","47","4","16","5346","1188","69.1428571428571","8"
"80 & Older years","2020-07-13","107","5","50","5453","1193","79.1428571428571","7.42857142857143"
"80 & Older years","2020-07-14","86","14","31","5539","1207","77.5714285714285","8.42857142857143"
"80 & Older years","2020-07-15","108","12","49","5647","1219","80.7142857142857","9.14285714285714"
"80 & Older years","2020-07-16","67","6","26","5714","1225","83.2857142857143","9.14285714285714"
"80 & Older years","2020-07-17","61","9","28","5775","1234","79.2857142857143","7.42857142857143"
"80 & Older years","2020-07-18","127","11","49","5902","1245","86.1428571428571","8.71428571428571"
"80 & Older years","2020-07-19","59","2","30","5961","1247","87.8571428571428","8.42857142857143"
"80 & Older years","2020-07-20","63","0","26","6024","1247","81.5714285714285","7.71428571428571"
"80 & Older years","2020-07-21","96","29","39","6120","1276","83","9.85714285714285"
"80 & Older years","2020-07-22","102","25","48","6222","1301","82.1428571428571","11.7142857142857"
"80 & Older years","2020-07-23","127","7","62","6349","1308","90.7142857142857","11.8571428571428"
"80 & Older years","2020-07-24","113","40","51","6462","1348","98.1428571428571","16.2857142857142"
"80 & Older years","2020-07-25","102","18","48","6564","1366","94.5714285714285","17.2857142857142"
"80 & Older years","2020-07-26","47","1","20","6611","1367","92.8571428571428","17.1428571428571"
"80 & Older years","2020-07-27","61","5","22","6672","1372","92.5714285714285","17.8571428571428"
"80 & Older years","2020-07-28","119","21","59","6791","1393","95.8571428571428","16.7142857142857"
"80 & Older years","2020-07-29","164","27","51","6955","1420","104.714285714285","17"
"80 & Older years","2020-07-30","82","4","38","7037","1424","98.2857142857143","16.5714285714285"
"80 & Older years","2020-07-31","116","30","40","7153","1454","98.7142857142857","15.1428571428571"
"80 & Older years","2020-08-01","136","30","39","7289","1484","103.571428571428","16.8571428571428"
"80 & Older years","2020-08-02","81","2","21","7370","1486","108.428571428571","17"
"80 & Older years","2020-08-03","56","0","24","7426","1486","107.714285714285","16.2857142857142"
"80 & Older years","2020-08-04","98","32","35","7524","1518","104.714285714285","17.8571428571428"
"80 & Older years","2020-08-05","164","21","72","7688","1539","104.714285714285","17"
